place_id,day,hour,busy_percent
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,14,40
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,15,44
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,16,42
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,17,42
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,18,38
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,19,40
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,20,38
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,21,46
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,22,40
f4d81c03-3387-54ac-a5fe-ae0be0d2c347,Senin,23,0
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,4,35
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,5,50
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,6,50
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,7,57
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,8,57
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,9,50
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,10,35
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,11,57
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,12,57
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,13,78
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,14,85
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,15,78
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,16,64
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,17,64
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,18,50
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,19,64
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,20,64
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,21,64
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,22,71
64a85fe1-392c-57b8-87ba-53a96fd39d1d,Senin,23,57
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,6,0
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,7,0
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,8,32
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,9,35
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,10,41
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,11,44
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,12,52
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,13,52
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,14,50
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,15,61
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,16,73
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,17,79
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,18,85
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,19,88
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,20,94
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,21,94
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,22,91
f1d2ebe8-66e7-53af-a7ba-2fa373932bc4,Senin,23,61
ba2ce913-651a-58f4-8236-31b514e87085,Senin,4,32
ba2ce913-651a-58f4-8236-31b514e87085,Senin,5,31
ba2ce913-651a-58f4-8236-31b514e87085,Senin,6,37
ba2ce913-651a-58f4-8236-31b514e87085,Senin,7,46
ba2ce913-651a-58f4-8236-31b514e87085,Senin,8,51
ba2ce913-651a-58f4-8236-31b514e87085,Senin,9,54
ba2ce913-651a-58f4-8236-31b514e87085,Senin,10,59
ba2ce913-651a-58f4-8236-31b514e87085,Senin,11,59
ba2ce913-651a-58f4-8236-31b514e87085,Senin,12,53
ba2ce913-651a-58f4-8236-31b514e87085,Senin,13,43
ba2ce913-651a-58f4-8236-31b514e87085,Senin,14,43
ba2ce913-651a-58f4-8236-31b514e87085,Senin,15,42
ba2ce913-651a-58f4-8236-31b514e87085,Senin,16,48
ba2ce913-651a-58f4-8236-31b514e87085,Senin,17,54
ba2ce913-651a-58f4-8236-31b514e87085,Senin,18,59
ba2ce913-651a-58f4-8236-31b514e87085,Senin,19,70
ba2ce913-651a-58f4-8236-31b514e87085,Senin,20,75
ba2ce913-651a-58f4-8236-31b514e87085,Senin,21,89
ba2ce913-651a-58f4-8236-31b514e87085,Senin,22,100
ba2ce913-651a-58f4-8236-31b514e87085,Senin,23,100
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,4,62
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,5,68
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,6,75
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,7,81
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,8,75
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,9,75
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,10,37
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,11,31
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,12,43
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,13,62
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,14,68
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,15,75
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,16,68
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,17,68
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,18,43
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,19,31
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,20,37
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,21,43
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,22,75
4a7fd413-e919-5062-87be-d9db3e3dbd4a,Senin,23,81
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,4,29
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,5,41
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,6,76
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,7,58
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,8,52
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,9,35
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,10,29
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,11,35
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,12,29
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,13,47
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,14,64
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,15,64
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,16,47
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,17,41
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,18,47
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,19,47
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,20,47
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,21,52
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,22,41
83e791ef-16bc-5448-83f6-1d5a204d07a2,Senin,23,52
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,0,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,1,30
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,2,30
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,3,30
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,4,75
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,5,70
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,6,55
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,7,50
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,8,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,9,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,10,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,11,40
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,12,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,13,40
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,14,40
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,15,45
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,16,70
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,17,90
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,18,95
e12185dc-f169-5f8c-b447-ceffee25f487,Senin,19,80
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,6,0
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,7,29
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,8,31
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,9,35
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,10,41
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,11,41
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,12,49
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,13,62
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,14,76
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,15,74
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,16,72
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,17,64
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,18,65
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,19,65
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,20,69
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,21,68
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,22,58
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,23,0
fabc4b73-d1ca-5acc-98f7-6110dba3ebd1,Senin,7,28
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,6,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,7,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,8,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,9,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,10,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,11,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,12,22
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,13,24
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,14,27
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,15,28
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,16,26
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,17,26
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,18,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,19,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,20,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,21,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,22,0
1f034409-d35e-511b-8c7e-fdde1c1537d8,Senin,23,0
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,5,0
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,6,37
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,7,64
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,8,89
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,9,100
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,10,85
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,11,65
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,12,50
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,13,41
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,14,35
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,15,30
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,16,26
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,17,24
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,18,19
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,19,14
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,20,9
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,21,6
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,22,0
176060c8-9e6e-579a-8bee-9d3370ef6613,Senin,6,13
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,6,0
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,7,0
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,8,0
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,9,0
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,10,42
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,11,47
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,12,52
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,13,62
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,14,73
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,15,72
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,16,59
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,17,37
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,18,20
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,19,14
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,20,12
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,21,14
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,22,0
71f01dbf-c921-534c-8a32-bcb70dfa0250,Senin,23,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,6,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,7,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,8,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,9,13
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,10,16
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,11,20
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,12,22
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,13,23
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,14,22
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,15,22
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,16,24
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,17,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,18,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,19,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,20,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,21,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,22,0
d4a97dfb-d664-5b73-be50-f902c6702f7f,Senin,23,0
