place_id,content,embedding,model
ceac34a8-23d4-5cb9-a0f0-2f074b32eeb8,"Nama: Gedung Serbaguna Wanilan | Kategori: Aula serbaguna | Alamat: Jl. Tenis Raya No.12, RT.12/RW.14, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720 | Fasilitas: Parkir, Kursi roda | Jam operasional: Senin: 09.00–22.00 | Selasa: 09.00–22.00 | Rabu: 09.00–22.00 | Kamis: 09.00–22.00 | Jumat: 09.00–22.00 | Sabtu: 09.00–22.00 | Minggu: 09.00–22.00  (total 91.0 jam/minggu) | Keramaian: - | Harga: - | Deskripsi: - | Ulasan: Gading Puriraya | 2 ulasan · 1 foto | 8 bulan lalu | Agak pengap klo pas di pake acara nikah siang krn ngg ada blower jadi sirkulasi udara ngg maksimal | Suka | Bagikan | Usually Fillah | Local Guide · 37 ulasan · 189 foto | 6 tahun lalu | Dekornya bagus ,ruangannya cukuo utk acara hanya sajah agak panas mungkin karena ventilasinya kurang sepertinya kalau di perbaiki masalah ventilasi udaranya bisa menambah nilai positif di tempat ini | Suka | Bagikan | Tanggapan dar","[-0.063861,0.049857,0.005696,-0.025825,0.014730,-0.058137,-0.001769,-0.000039,0.097053,0.027608,-0.029770,0.017546,-0.065510,-0.011592,0.016307,-0.044305,0.020476,-0.014444,-0.018721,0.113674,-0.054031,0.003814,0.000781,-0.047870,0.039440,-0.046535,-0.010819,0.047470,0.027174,-0.067539,0.018388,-0.015711,-0.060891,-0.034840,-0.026014,0.015839,0.006043,-0.009494,-0.062586,0.029051,-0.058383,0.035191,0.032000,-0.027475,0.036115,0.035720,0.089759,0.044071,-0.001695,-0.014217,0.029383,0.010468,-0.009445,0.035197,0.078416,0.039619,0.028728,-0.008824,0.020616,-0.059436,-0.029020,0.008110,-0.010771,0.012304,-0.033561,-0.024596,0.039066,0.035380,0.057149,-0.045972,0.003683,0.015660,0.038981,0.011903,-0.009524,-0.056438,0.039878,-0.008449,-0.044206,-0.005524,-0.006895,-0.038699,0.002687,-0.047138,0.013103,0.020119,-0.077359,0.044088,0.028330,-0.019405,-0.051245,0.049374,0.017971,-0.076700,0.013937,-0.033267,-0.068178,0.023018,-0.007180,0.047997,-0.028276,0.037742,0.052065,-0.027753,-0.017528,-0.044693,0.097741,-0.000158,-0.026562,-0.018284,0.013924,0.111200,-0.038161,-0.064920,0.013984,0.048756,-0.034011,-0.036577,0.019191,0.009194,-0.060121,-0.033013,0.018780,0.008750,0.044950,0.007334,0.035221,0.049314,0.062219,0.023142,-0.045716,0.014700,0.061933,-0.012899,-0.034860,-0.007290,0.024183,0.029883,0.009620,-0.038998,-0.011553,0.022270,-0.002919,0.015969,-0.028019,-0.018463,0.009742,0.016606,-0.021016,-0.013269,-0.001279,0.051357,-0.038243,0.011850,-0.001371,0.087694,0.021872,0.058034,-0.018937,-0.022797,-0.035902,0.000197,-0.078947,-0.012054,0.011116,-0.056169,0.070229,-0.016355,-0.005834,0.035434,-0.025318,0.035734,-0.018061,-0.037617,0.060445,0.024475,0.035238,-0.018375,0.004975,-0.027878,-0.024874,0.013595,-0.018876,0.030629,0.043049,-0.019699,-0.014691,-0.008112,-0.006569,0.031097,-0.031688,0.016528,-0.004008,-0.026241,0.061459,0.042753,-0.020961,-0.034322,0.028359,0.083242,0.001247,-0.029884,-0.010661,0.021521,0.007734,-0.020641,-0.007291,0.011964,-0.034682,0.060682,0.005390,-0.009535,-0.017341,-0.050031,-0.035489,-0.005530,0.028689,-0.024074,-0.004496,0.036444,-0.002497,0.002517,-0.038134,0.054554,-0.002492,-0.016624,-0.065444,0.012270,-0.029603,0.003698,0.054991,-0.005220,-0.008089,-0.025803,0.047624,-0.054509,-0.005186,0.034716,0.028651,0.017359,0.001842,0.030082,-0.017948,0.027801,0.019144,-0.001566,-0.015976,-0.016248,-0.002111,0.008875,-0.010346,-0.059988,0.055756,0.044299,-0.018419,-0.004669,-0.034496,-0.006771,-0.011325,0.002918,-0.024599,-0.017251,0.009587,-0.034988,-0.011797,-0.011117,0.003958,0.052384,0.039947,0.009411,0.025028,-0.006802,0.047556,-0.004203,-0.036715,-0.014635,0.014995,0.005966,0.021376,0.021524,-0.062030,-0.064814,-0.002948,0.061562,-0.020772,-0.016457,0.033770,-0.000336,0.046495,-0.025867,-0.011342,-0.040635,-0.049825,0.018708,-0.038002,-0.045030,0.031823,0.021304,0.001247,-0.006153,0.003405,0.050422,-0.004040,0.017803,0.016303,-0.039139,0.010436,0.021449,-0.059573,-0.023327,-0.004359,-0.050230,0.036681,0.012356,-0.014194,-0.044361,0.015123,0.005096,-0.002470,0.043778,-0.012488,0.041612,0.069902,0.021412,0.036060,0.041661,-0.000278,-0.001641,-0.048691,0.004671,-0.005895,-0.013571,-0.018926,-0.032487,-0.007111,-0.012788,-0.028835,-0.009349,0.050217,0.061561,-0.027598,-0.021095,0.009785,-0.057671,0.057442,-0.063195,-0.091234,-0.058650,-0.012614,-0.006162,0.056053,0.020666,0.016432,-0.008211,-0.032557,-0.000420,-0.032763,0.005203,0.058706,0.063662,0.009652,0.004356,-0.030405,-0.036787,-0.064866,-0.026735,0.027424,0.056814,-0.053830,0.006802,-0.067145,-0.021511,-0.019337,0.007838,0.039248,0.043955,-0.041376,-0.002142,0.031947,-0.004262,0.012785,-0.040520,0.006912,0.008547,-0.003022,0.034891,0.032883,0.006302,-0.029271,0.036683,0.065232,0.030899,-0.000383,0.038792,-0.006052,-0.028142,0.012473,-0.032119,-0.012736,0.107246,0.052622,-0.051596,-0.050556,0.005200,0.015836,-0.040296,-0.003348,0.028694,0.003145,0.020810,-0.000063,-0.025723,-0.037393,-0.025530,-0.054369,-0.005559,-0.000904,-0.003913,-0.007396,-0.016085,0.057509,-0.062582,0.044131,0.074048,-0.012682,0.017663,-0.010235,0.053762,0.015151,0.043233,-0.092236,0.001987,0.001811,-0.031782,0.023658,-0.032376,-0.044076,0.016462,-0.042175,-0.000880,-0.015459,0.012600,-0.017101,-0.080063,0.011476,-0.032973,0.068727,0.036618,0.037304,-0.005494,0.045117,-0.035096,-0.025557,0.008729,0.032166,0.031811,-0.068862,-0.034840,-0.016252,0.060737,-0.016830,-0.038636,-0.003892,-0.027709,0.049031,-0.025218,-0.043988,0.033223,0.019258,0.031033,0.031966,-0.029048,0.020114,-0.059569,0.008069,-0.070404,0.004001,0.005075,-0.061344,-0.024130,-0.014961,-0.029722,-0.018428,-0.042386,0.049753,0.071557,0.017429,-0.048058,0.003988,0.042251,0.025713,0.010255,-0.042326,0.055150,-0.003885,0.017395,-0.033077,0.006295,0.064092,-0.007161,-0.028132,-0.034943,-0.000467,-0.010881,-0.018117,0.018982,0.070573,0.010691,-0.014404,0.027927,0.024204,0.000595,-0.049852,0.094364,-0.023891,-0.005153,-0.009181,-0.025071,-0.004437,0.010262,0.000589,0.086405,0.037502,0.013918,-0.056802,0.026080,0.026240,-0.009846,0.020084,-0.048636,0.005761,0.012175,0.019510,0.025688,0.007818,0.007474,-0.019940,0.058303,-0.028181,-0.017781,-0.041689,0.003728,-0.022110,0.035040,-0.016373,0.002579,0.041226,0.002598,-0.012116,-0.040243,-0.011943,0.015564,0.000056,-0.034996,0.043817,-0.017720,0.037171,0.014570,-0.024574,0.025515,-0.006277,-0.020656,0.053825,0.001976,-0.071795,0.001339,-0.056170,0.067671,0.014995,-0.008187,0.001877,0.033746,0.015560,-0.034645,-0.017915,0.020358,0.003434,-0.040919,-0.053578,0.007186,-0.077439,-0.007814,-0.047463,-0.025177,0.032258,-0.030872,0.047640,0.006489,-0.043861,-0.002884,-0.041058,0.047963,0.042601,0.011157,0.016162,-0.013003,-0.006135,0.035119,-0.023424,-0.032469,0.061365,0.039750,0.015375,0.005874,0.012804,-0.052168,-0.049215,0.032671,-0.002727,-0.002233,-0.008828,-0.023559,0.006513,0.080645,0.062563,0.009933,0.054673,-0.018110,-0.116354,-0.103133,-0.009638,0.019127,0.017978,-0.020079,0.017818,0.063329,-0.029271,-0.050677,0.038217,0.017571,-0.006742,0.049933,0.004316,-0.035317,-0.031182,0.006298,0.000279,-0.020141,0.026988,-0.011981,0.016685,-0.000905,0.081463,-0.032199,-0.017317,-0.010414,0.005806,0.002896,-0.042867,-0.101476,-0.040681,-0.005647,0.001203,-0.005726,0.038014,-0.042433,-0.034754,-0.038457,0.021371,-0.012950,0.040425,-0.010681,0.027197,0.009347,0.063428,-0.042246,-0.037362,0.021942,0.031483,-0.105375,-0.055380,0.002839,0.025219,-0.020880,0.019592,0.028085,-0.035019,0.024684,0.084305,0.014904,0.072156,0.001557,0.031037,-0.003138,-0.000209,-0.028585,-0.006024,0.045881,0.015649,-0.021928,0.048497,-0.008280,0.007894,0.023086,-0.029497,-0.008453,0.028648,-0.008254,-0.058978,-0.032928,0.032711,-0.021005,0.016434,-0.028201,0.001082,0.004187,-0.011655,-0.046269,0.071017,-0.048278,0.067118,0.005182,0.041476,0.062528,0.004410,0.001818,-0.046072,-0.019614,-0.027469,-0.034284,0.002870,-0.007702,-0.009772,0.023184,-0.109482,0.047915,-0.015494,0.050285,0.008918,-0.015478,-0.013631,-0.051251,-0.031867,0.037626,0.004942,0.050439,0.003891,-0.065406,0.013058,-0.022693,-0.057019,0.007691,0.046517,-0.006162,-0.012574,-0.020255,0.019319,-0.030171,-0.054574,0.019481,-0.024488,0.059706,0.049136,0.004452,0.013185,-0.014614,-0.006497,0.023568,0.002988,-0.025770,-0.067146,0.042903,-0.068360,-0.006805,0.005449,0.029828,0.005845,0.033655]",indobenchmark/indobert-base-p1
fa25390a-0afa-587f-86ba-4a466fb81b5a,"Nama: Gudang Serba Guna Mas Bro | Kategori: Aula serbaguna | Alamat: Jl. Kp. Salo No.8, RT.6/RW.4, Kembangan Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610 | Fasilitas: Parkir, Ada tempat parkir di lokasi | Jam operasional: Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 08.00–23.00 | Minggu: 08.00–23.00  (total 105.0 jam/minggu) | Keramaian: - | Harga: - | Deskripsi: - | Ulasan: -","[-0.039819,0.049032,0.003024,-0.039349,0.020736,-0.058840,0.007677,-0.000106,0.094304,0.025247,-0.041592,0.027567,-0.055085,-0.016692,0.025802,-0.045213,0.019718,-0.022418,-0.021566,0.101684,-0.051678,0.007935,0.009655,-0.038303,0.044603,-0.045326,-0.008925,0.061674,0.012908,-0.064763,0.012776,-0.018926,-0.032908,-0.022976,-0.032932,0.016228,0.000317,-0.014676,-0.065829,0.021808,-0.069658,0.035032,0.029534,-0.024154,0.046736,0.049370,0.097413,0.050474,-0.004734,-0.008503,0.013360,0.023052,-0.030081,0.024566,0.071183,0.042667,0.023718,-0.013902,0.033229,-0.030657,-0.021284,-0.004067,-0.001922,-0.002354,-0.029986,-0.017824,0.042377,0.026750,0.046761,-0.054655,0.003980,0.003176,0.030692,0.013571,0.005842,-0.051128,0.042002,-0.001578,-0.051910,-0.006094,-0.003715,-0.040362,0.004983,-0.045639,0.015914,0.020877,-0.074808,0.046261,0.029630,-0.019083,-0.041516,0.030612,0.015742,-0.067168,0.005422,-0.029570,-0.067903,0.011252,-0.006363,0.059056,-0.038336,0.032442,0.049721,-0.033284,-0.017031,-0.037613,0.088321,-0.008966,-0.019887,-0.017742,0.010926,0.103433,-0.054521,-0.059170,0.000598,0.061841,-0.028525,-0.033734,0.023004,0.005542,-0.048720,-0.039693,0.015562,0.023144,0.058632,0.011246,0.058616,0.045852,0.051043,0.016470,-0.033607,0.000014,0.073501,-0.015011,-0.033508,0.002938,0.028589,0.030719,0.011515,-0.039530,-0.011873,0.026162,0.010277,0.022643,-0.022388,-0.038810,0.022146,0.019882,-0.028482,-0.010915,0.004680,0.059982,-0.029887,0.009665,-0.014364,0.088257,0.015500,0.065893,-0.029966,-0.005467,-0.024788,-0.008381,-0.090990,-0.001616,0.000878,-0.050794,0.067442,-0.009300,0.001001,0.035571,-0.017004,0.037489,-0.008977,-0.016142,0.059380,0.026698,0.037064,-0.008059,0.010299,-0.035222,-0.037906,0.024005,-0.003065,0.017857,0.039157,-0.013893,-0.004026,-0.014629,-0.017560,0.023887,-0.026810,0.020565,-0.002214,-0.032324,0.038587,0.046349,-0.024147,-0.035984,0.036302,0.092314,0.006152,-0.044397,-0.013299,0.007082,-0.002158,-0.024069,-0.013730,0.020135,-0.043229,0.047426,0.006652,-0.014780,-0.017764,-0.037722,-0.032400,-0.007387,0.017478,-0.021366,-0.005839,0.034374,-0.001100,0.006818,-0.036632,0.064030,0.003159,-0.013903,-0.072540,-0.005637,-0.030964,-0.014866,0.056235,-0.000729,0.001704,-0.014590,0.057125,-0.050106,-0.018443,0.026304,0.021995,0.020834,0.004196,0.019730,-0.022008,0.047079,0.009659,-0.008517,-0.020393,-0.032951,0.004261,0.008294,-0.008639,-0.065235,0.050264,0.032214,-0.028408,-0.016649,-0.019150,-0.029805,-0.025571,-0.002225,-0.029693,-0.017983,-0.004740,-0.030169,-0.016754,-0.022711,0.023214,0.058100,0.057416,0.024944,0.006044,-0.011892,0.051090,0.004217,-0.045659,-0.003330,0.004554,0.018954,0.028828,0.020663,-0.058396,-0.062713,-0.014076,0.066959,-0.022156,-0.041309,0.034458,0.002459,0.049647,-0.025919,-0.022891,-0.031878,-0.062096,0.029506,-0.046937,-0.040068,0.037308,0.014177,0.007308,-0.022371,0.012545,0.041771,-0.004833,0.027292,0.007116,-0.032111,0.000371,0.010833,-0.066504,-0.029508,0.000646,-0.040251,0.036972,-0.001997,-0.007546,-0.049342,0.003437,0.009467,0.002186,0.034426,-0.010110,0.044093,0.066409,0.036044,0.032521,0.040348,-0.001379,0.001187,-0.060884,0.036820,-0.005954,-0.020982,-0.023881,-0.044848,0.007723,-0.010903,-0.024901,0.000925,0.035967,0.055947,-0.022205,-0.022498,0.021462,-0.060360,0.075163,-0.064670,-0.088477,-0.059001,-0.013643,0.004474,0.069794,0.015247,0.019127,-0.021039,-0.014255,-0.002668,-0.034308,0.005036,0.063899,0.071366,0.029427,-0.000598,-0.014033,-0.038954,-0.048409,-0.008637,0.020738,0.073633,-0.045987,0.010442,-0.059207,-0.020276,-0.009970,-0.005352,0.031346,0.054249,-0.043975,-0.006362,0.038678,0.003088,0.017710,-0.044527,-0.001074,-0.002956,-0.013661,0.027825,0.030033,0.005711,-0.029135,0.040116,0.078439,0.043037,0.009894,0.037648,-0.003759,-0.024017,-0.000479,-0.024314,-0.014133,0.094541,0.048323,-0.051819,-0.046458,0.010368,0.016275,-0.032400,0.006619,0.043772,0.025385,0.026876,0.002494,-0.041553,-0.032669,-0.022447,-0.040286,-0.014995,-0.001264,-0.004474,-0.019694,-0.025642,0.059795,-0.059224,0.044105,0.063135,-0.006079,0.025405,-0.004485,0.054529,0.022247,0.042004,-0.094468,0.017167,0.005914,-0.029149,0.011197,-0.017890,-0.044945,0.012453,-0.039999,-0.006399,-0.022242,0.013243,-0.005127,-0.073662,0.005128,-0.018232,0.068379,0.030821,0.042069,0.008324,0.048364,-0.030026,-0.023861,0.000049,0.017084,0.040337,-0.047881,-0.041148,-0.034040,0.060596,-0.014909,-0.039981,0.001603,-0.033912,0.056012,-0.014732,-0.045420,0.045593,0.018446,0.035548,0.019233,-0.026673,0.038481,-0.072254,0.009779,-0.058205,0.010004,0.012035,-0.047868,-0.016255,-0.021726,-0.015296,-0.013786,-0.036514,0.038732,0.071267,0.011570,-0.037611,0.007732,0.045405,0.014054,0.015333,-0.041593,0.049012,0.000970,0.013197,-0.023764,0.018235,0.055908,0.000022,-0.020857,-0.046601,0.005451,-0.009045,-0.025417,0.017285,0.080678,0.015886,-0.012787,0.028976,0.025852,0.004783,-0.042442,0.091350,-0.029580,-0.006349,-0.014896,-0.016761,-0.020504,-0.009230,-0.002001,0.089757,0.019404,0.017934,-0.056878,0.017447,0.019318,-0.008166,0.008291,-0.056618,0.004550,0.027944,0.014699,0.028130,0.007198,0.008646,-0.000242,0.068677,-0.035479,-0.025739,-0.044554,0.000125,-0.028678,0.044331,-0.015594,0.006222,0.039017,-0.012386,0.008177,-0.047783,-0.027122,0.016208,-0.015365,-0.027396,0.039869,-0.023279,0.029459,0.022243,-0.034900,0.026703,-0.013247,-0.019012,0.040420,-0.000912,-0.074543,0.002364,-0.062248,0.057418,0.016203,0.003760,-0.009453,0.035498,0.020341,-0.027448,-0.009396,0.017812,-0.009172,-0.031026,-0.047884,-0.004722,-0.082897,-0.010471,-0.041030,-0.025970,0.015664,-0.034679,0.055171,0.009999,-0.046892,0.000570,-0.044146,0.045461,0.036997,0.015974,0.011889,-0.018745,-0.004135,0.037996,-0.022351,-0.029942,0.053973,0.040399,-0.007718,0.007150,0.005537,-0.065444,-0.046009,0.031148,-0.001089,0.015117,-0.031565,-0.024103,-0.000420,0.073531,0.057649,0.002446,0.062329,-0.014781,-0.101752,-0.084813,-0.009970,0.018297,0.010867,-0.007203,0.020828,0.065720,-0.025792,-0.061368,0.026561,0.019327,-0.010595,0.047940,-0.011374,-0.054502,-0.032966,-0.012521,-0.000570,-0.012831,0.017660,-0.004512,0.013070,-0.014106,0.070573,-0.027388,-0.030040,-0.019800,0.011825,0.004182,-0.020176,-0.121159,-0.043933,-0.014042,0.002641,0.003121,0.020410,-0.064233,-0.042075,-0.020844,0.011037,-0.019167,0.028455,-0.020176,0.027437,-0.003036,0.062878,-0.029911,-0.045434,0.027378,0.024418,-0.109276,-0.039581,-0.007329,0.035568,-0.014254,0.018465,0.027179,-0.027184,0.019178,0.081454,0.020658,0.080187,0.002111,0.027566,-0.001561,0.001680,-0.027839,-0.007346,0.039457,0.002732,-0.030497,0.036070,-0.011369,0.015752,0.030519,-0.028034,0.001584,0.021851,-0.000884,-0.052457,-0.053134,0.031912,-0.021837,0.012168,-0.039303,-0.004367,0.013935,-0.000370,-0.042383,0.070236,-0.053531,0.065381,0.018274,0.028825,0.048833,0.018575,-0.003134,-0.035645,-0.021316,-0.022169,-0.034141,0.001792,-0.018544,-0.009258,0.031370,-0.106645,0.054840,-0.017797,0.053475,0.003197,-0.020557,-0.018046,-0.049508,-0.029479,0.041293,0.013978,0.046324,0.009440,-0.060160,0.024035,-0.021373,-0.060406,-0.004074,0.044977,-0.007776,-0.014396,-0.017662,0.009338,-0.017461,-0.044285,0.002057,-0.032645,0.047943,0.043101,-0.000416,-0.003639,-0.017962,-0.003826,0.011718,0.014957,-0.032267,-0.072075,0.059334,-0.066898,0.003219,0.011093,0.053775,0.024631,0.028384]",indobenchmark/indobert-base-p1
