id,place_id,text,rating,hash
6b6ebbf0-5393-5b27-9f20-0c669018a70e,347397bb-f3b4-56f6-88ce-10e294cf3183,"kusma waty | Local Guide · 10 ulasan · 6 foto | 3 tahun lalu | Tempat nya asri, sejuk banyak pohon rindang, area bermain gratis, cukup bersih,  lumayan buat ngajak anak main | Suka | Bagikan",,6d0ebf9d2ed8
19081a73-9c43-57b5-90d6-c19f0dcc3397,98afbc3f-dd98-5b75-891a-8ccad4efdb2c,"Winda Sari | Local Guide · 26 ulasan · 55 foto | 6 bulan lalu | Lumayan bersih, kurang tempat sampahnya. Enak banyak tukang jajanannya, ga ada tempat parkir khusus jadi parkir dipinggir jalan | +3 | Suka | Bagikan",,6822b8d242e7
77a8e737-7c4f-53fd-a8f9-79b14a497b5d,98afbc3f-dd98-5b75-891a-8ccad4efdb2c,"BIMA ADITYA WARDHANA | Local Guide · 10 ulasan · 82 foto | 2 tahun lalu | Taman Polsek Kebon Jeruk adalah sebuah taman komunitas yang terletak di kawasan Kebon Jeruk, Jakarta Barat. Berikut adalah beberapa poin ulasan mengenai taman ini: … Lainnya | +16 | Suka | Bagikan",,2a51a90df3ed
c4301ebb-71ce-5d81-8500-704b823a5f8d,98afbc3f-dd98-5b75-891a-8ccad4efdb2c,"Bagus Rizky | Local Guide · 41 ulasan · 604 foto | 3 tahun lalu | Taman disini merupakan taman yang sangat cukup baru diperbaiki. Banyak sekali wahan wahana yang diperbaiki seperti penambahan perosotan yang besar, pengecetan ulang beberapa alat, serta bangku bangku telah diperbaiki. Tak jarang banyak … Lainnya | +23 | 2 | Bagikan",,466da43e4d7b
76b859ab-1c73-516a-9e0a-b20d31794bd1,3af72c58-8af9-5594-9b7a-1a32b7aa6b7e,"Vincentius Reinaldi | Local Guide · 83 ulasan · 80 foto | 6 bulan lalu | Lagi ke jakarta cari taman buat anak main, nemu taman yg bagus banget , nyaman dan ini free untuk umum. … Lainnya | 0:11 | Suka | Bagikan",,eba74c9f20c1
c7339c52-1b63-5bb7-a4ff-1a71aad1feed,3af72c58-8af9-5594-9b7a-1a32b7aa6b7e,restya aristiany | Local Guide · 71 ulasan · 121 foto | 7 bulan lalu | Kita datang kesini jam 7.30 sampai hari sabtu dan masih sepiii 😊 kita naik motor cuman parkiran motor jauh dibelakang hehe...gak bayar yah gratisss masuknya … Lainnya | 0:12 | Suka | Bagikan,,89edac2e137e
e3766017-5a92-512c-8f36-41f2954ff2cf,3af72c58-8af9-5594-9b7a-1a32b7aa6b7e,"Robiatul Azizah | Local Guide · 31 ulasan · 167 foto | setahun lalu | Playground anak bersih terawat, suasana teduh, bisa sambil duduk di rumput dan mengawasi anak bermain, areanya luas lega. Bisa sambil bawa makanan juga. … Lainnya | Suka | Bagikan",,09d70fe97135
9daff34f-71fd-512a-a882-6f8e1e7f786e,24b7cac1-bb52-5fe5-82d2-5b91fc9784b4,"Arifany Kalalo | Local Guide · 20 ulasan · 3 foto | Diedit 4 bulan lalu | Kalo mau main disini cuma sampe jam 5 sore ya, parkiran motor disediakan tapi kalo buat mobil ga ada. Dateng kesini bareng anak-anak seseru itu rasanya, anaknya bisa main, yang nemenin bisa sambil menikmati suasana. Jam 4 sore Ke jam 5 itu biasanya rame banget. Ada jajanan juga di depan taman nya jadi ga bakal haus dan lapar.. | Suka | Bagikan",,780d73894d23
bda7e2f5-bb20-5a07-90ec-ccfa2284b915,24b7cac1-bb52-5fe5-82d2-5b91fc9784b4,"Lia Hikmatul Maula | Local Guide · 52 ulasan · 149 foto | 7 bulan lalu | tamannya adem dan bersih. beberapa perosotan sudah pecah dan menampung air saat hujan jadi kotor dan berbahaya. | ada jogging track, alat olahraha, lapangan baskket dan pendopo. … Lainnya | Suka | Bagikan",,e94e3af52401
4eca3f04-0fee-503b-a89b-afb2ea8a855b,24b7cac1-bb52-5fe5-82d2-5b91fc9784b4,"ashri nurhayati | Local Guide · 8 ulasan · 14 foto | 4 bulan lalu | Taman yang aman untuk bermain dan di sukai anak anak, hanya toilet nya sedang rusak, tolong di perbaiki supaya lebih nyaman lagi | 0:01 | Suka | Bagikan",,a5431b18cd2b
181fb50a-a0c1-5358-921e-bd098850305c,01e80a4d-3148-5fc8-891e-947b98861367,Devii Nila | Local Guide · 59 ulasan · 333 foto | sebulan lalu | 📍 Lokasi ada di sekitar Komplek Warga | 💶 Masuknya Gratis karena ini Ruang Terbuka Hijau … Lainnya | +2 | Suka | Bagikan,,03e9c2454e26
c33a5c02-0520-5e22-b916-aa18ce2bc651,01e80a4d-3148-5fc8-891e-947b98861367,Sukri Asih Nursafitri | Local Guide · 8 ulasan · 37 foto | 2 bulan lalu | Baru buka. | Dan ini rame sekali. … Lainnya | +2 | Suka | Bagikan,,77250b7721c4
ecd5790e-5377-5abe-ada3-da2bb3882131,01e80a4d-3148-5fc8-891e-947b98861367,"May Moon | 1 ulasan · 4 foto | 2 bulan lalu | Sejuk, yang kerja d situ baik"" | Nyaman,  ada wifi gratis | Ada tempat jajan di sebelah taman … Lainnya | Suka | Bagikan",,58e12f8287ec
f340230d-4c73-57c2-88a2-349eba997119,a799dc75-2e43-543b-969f-97aa5cfe5d9e,"a n g g i e | Local Guide · 37 ulasan · 79 foto | 5 tahun lalu | Taman kota tapi kecil, asri, nyaman buat anak main pagi hari,, sejuk, banyak tanaman, dan ada edukasi tentang sampah plastik. Paling menariknya adalah ada rumah pohon (belum pernah naik sih, takut karena kelihatannya lapuk, tapi sedap dipandang) | 1 | Bagikan",,0032b6570d69
3439af56-d533-578c-9859-09ee044b41d5,a799dc75-2e43-543b-969f-97aa5cfe5d9e,Arif Petualang | Local Guide · 2.289 ulasan · 16.813 foto | 5 tahun lalu | Taman yang sudah lama di renofasi ini semakin bagus dan nyaman. Keren dengan ada logo tulisan yang berwarna. | 1 | Bagikan,,0a006eac02f2
14c4cf03-5e09-56e1-8fbe-5d489bc00a9c,a799dc75-2e43-543b-969f-97aa5cfe5d9e,"ratu saskia | Local Guide · 150 ulasan · 491 foto | 4 tahun lalu | Taman dekat tol kebon jeruk, asri dan lumayan buat duduk2, ada rumah pohon nya juga dan edukasi terkait sampah. | Tapi tdk ada mainan buat anak, jd klo kesini bawa sepeda anak buat muter2 … Lainnya | Suka | Bagikan",,85b5cb38e279
00199e42-d85e-5c33-9248-e7439d674273,b35883fe-7d8f-5704-877e-841fc17c65c6,"Mrs. Gandhi | Local Guide · 9 ulasan · 54 foto | 9 bulan lalu | Taman nya bersih dan luas, arena bermain untuk anak² masih terawat dan bisa di gunakan, banyak tanaman herbal untuk menambah wawasan bagi anak tentang pengenalan macam tumbuhan, ada toilet dan lumayan bersih, free WiFi. Lainnya | 0:29 | +5 | Suka | Bagikan",,19cd59efa68a
